标志,ID,人物,立绘,位置,内容,跳转,背景效果,效果,音效,背景音,背景,变量,章节,事件
#,0,,,,,1,in,,,frozen_winter,nb,,,
#,1,舒悦杉,舒悦杉（平静）,左,走吧，雪克。我们退到后面去。,2,,,,,nb,,0,
#,2,塞塔,塞塔（胆怯）,右,......,3,,llbblink,,,nb,,,
#,3,舒悦杉,舒悦杉（微笑）,左,好喝吗？,4,,,,,nb,,,
#,4,塞塔,塞塔（惊恐）,右,哇啊！,5,,,,,nb,,,
#,5,塞塔,塞塔（胆怯）,右,你……你不是莉莉白姐姐。,6,,,,,nb,,,
#,6,塞塔,塞塔（胆怯）,右,但你的味道……很像她。,7,,,,,nb,,,
#,7,舒悦杉,舒悦杉（平静）,左,我是她的朋友，舒悦杉。,8,,,,,nb,,,
#,8,塞塔,塞塔（胆怯）,右,......,9,,llbblink,,,nb,,,
EVENT,9,,,,,10,,,,,,,,pf
#,10,舒悦杉,舒悦杉（平静）,左,这是……迷雾植物的图解？,11,,,,,nb,,,
#,11,雪克,雪克（正常）,右,这孩子还是这么不爱说话，但这可是她的宝贝。,12,,,,,nb,,,
#,12,舒悦杉,舒悦杉（凝重）,左,暂时先这样吧，我怕吓到她。明天我去小镇上走走，看看有没有什么线索。,13,,,,,nb,,,
EVENT,13,,,,,14,,,,,,,,tip
EVENT,14,,,,,15,,,,,,,,tip2
#,15,,,,,16,in,,,Mystery Unsolved,jd,,,
#,16,舒悦杉,舒悦杉（正常）,左,……这地方连早晨都不像早晨。,17,,,,,jd,,,
#,17,舒悦杉,舒悦杉（平静）,左,外面那层雾，厚得跟墙一样。阳光透不进来，分不清是早上六点还是下午四点。,18,,,,,jd,,,
#,18,舒悦杉,舒悦杉（凝重）,左,空气里全是那种……湿漉漉的铁锈味。像有人把一整个夏天的霉都塞进了肺里。,19,,,,,jd,,,
#,19,舒悦杉,舒悦杉（凝重）,左,难怪莉莉白说要终结这场雾。住久了真的会变疯。,20,,,,,jd,,,
#,20,？？？,纳尔曼（醉酒）,右,嘿嘿……哈哈哈！,21,,llbblink,,,jd,,,
#,21,？？？,纳尔曼（醉酒）,右,在那儿！看那儿！它在跳舞！,22,,,,,jd,,,
#,22,？？？,纳尔曼（醉酒）,右,它在嘲笑那些没有眼睛的石头！哈哈哈！,23,,,,,jd,,,
#,23,舒悦杉,舒悦杉（凝重）,左,（……酒鬼？还是疯子？一大早就在这鬼地方发疯。）,24,,,,,jd,,,
#,24,？？？,纳尔曼（醉酒）,右,你。,25,,,,,jd,,,
#,25,舒悦杉,舒悦杉（惊讶）,左,什么？,26,,,,,jd,,,
#,26,？？？,纳尔曼（醉酒）,右,你不一样。你的颜色不对。,27,,,,,jd,,,
#,27,？？？,纳尔曼（醉酒）,右,你不是这里的人。你不该有这种颜色。,28,,,,,jd,,,
#,28,舒悦杉,舒悦杉（正常）,左,（沉默）,29,,,,,jd,,,
#,29,？？？,纳尔曼（醉酒）,右,你是从外面来的。,30,,,,,jd,,,
#,30,？？？,纳尔曼（醉酒）,右,外面来的……在这里待不久。,31,,,,,jd,,,
#,31,舒悦杉,舒悦杉（正常）,左,你在说什么。,32,,,,,jd,,,
#,32,？？？,纳尔曼（醉酒）,右,我在说真话。,33,,,,,jd,,,
#,33,？？？,纳尔曼（醉酒）,右,你们外面来的人……头几天还能看出不同的颜色。然后一天一天地褪。,34,,,,,jd,,,
#,34,？？？,纳尔曼（醉酒）,右,最后全都一样。灰的。和这里的青苔分不清彼此。 ,35,,,,,jd,,,
#,35,？？？,纳尔曼（醉酒）,右,你也是。,36,,,,,jd,,,
#,36,舒悦杉,舒悦杉（惊讶）,左,（他没有在胡言乱语。）,37,,,,,jd,,,
#,37,舒悦杉,舒悦杉（凝重）,左,（他每一句都接上了。只是话题变了。）,38,,,,,jd,,,
#,38,舒悦杉,舒悦杉（正常）,左,（……这比胡言乱语更让人害怕。）,39,,,,,jd,,,
#,39,？？？,纳尔曼（暴怒）,右,你，你能看到吧！它在跳舞！哈哈哈哈哈哈哈哈哈！它在跳舞！！！,40,,,,,jd,,,
#,40,舒悦杉,舒悦杉（惊讶）,左,（这个人……）,41,,,,,jd,,,
#,41,？？？,哈伦（冰冷）,右,……,42,,in,,,jd,,,
#,42,？？？,哈伦（冰冷）,右,够了，纳尔曼。滚回你的阁楼去，别在这里吓唬过路的人。,43,,,,,jd,,,
